station,valid,date,precip_in,cloud_base_ft,beam_ft,best_radar,cat,temp_f_sfc,dwpf_sfc,vsby,temp_at_beam_c,temp_at_base_c,freezing_ft,pw_mm,lapse_3k,cloud_phase,beam_vs_freeze
SEG,2026-03-20 22:53,2026-03-20,0.08,,6608,KCCX,no_ceiling,52.0,50.0,5.0,1.2,,7617,12.9,2.32,warm,bright_band
THV,2026-03-20 22:53,2026-03-20,0.04,6500.0,5874,KLWX,definite_miss,57.0,49.0,10.0,2.08,1.2,7617,12.9,2.32,warm,bright_band
LNS,2026-03-20 22:53,2026-03-20,0.05,6000.0,9420,KDIX,beam_in_cloud,53.0,47.0,6.0,-3.9,1.87,7617,12.9,2.32,mixed,above_freeze
RDG,2026-03-20 22:54,2026-03-20,0.03,6500.0,7642,KDIX,beam_in_cloud,55.0,46.0,7.0,-0.06,1.2,7617,12.9,2.32,mixed,above_freeze
MDT,2026-03-20 22:54,2026-03-20,0.05,6000.0,8493,KLWX,beam_in_cloud,57.2,48.2,1.75,-1.5,1.87,7617,12.9,2.32,mixed,above_freeze
HZL,2026-03-20 22:55,2026-03-20,0.11,4400.0,7429,KBGM,beam_in_cloud,50.0,46.4,5.0,0.6,5.01,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 22:55,2026-03-20,0.1,3400.0,8582,KCCX,beam_in_cloud,46.4,46.4,3.0,-1.73,7.53,7617,12.9,2.32,mixed,above_freeze
N79,2026-03-20 22:55,2026-03-20,0.01,3700.0,5431,KDIX,beam_in_cloud,51.6,51.6,2.0,2.79,6.83,7617,12.9,2.32,warm,below_freeze
CXY,2026-03-20 22:56,2026-03-20,0.06,5500.0,8413,KLWX,beam_in_cloud,55.0,51.0,3.0,-1.29,2.68,7617,12.9,2.32,mixed,above_freeze
MDT,2026-03-20 22:56,2026-03-20,0.06,5500.0,8493,KLWX,beam_in_cloud,57.0,49.0,1.5,-1.5,2.68,7617,12.9,2.32,mixed,above_freeze
MDT,2026-03-20 23:02,2026-03-20,0.02,5000.0,8493,KLWX,beam_in_cloud,56.0,49.0,3.0,-1.5,3.55,7617,12.9,2.32,mixed,above_freeze
HZL,2026-03-20 23:15,2026-03-20,0.04,1000.0,7429,KBGM,beam_in_cloud,50.0,46.4,5.0,0.6,11.11,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 23:15,2026-03-20,0.03,1200.0,8582,KCCX,beam_in_cloud,46.4,46.4,5.0,-1.73,11.89,7617,12.9,2.32,mixed,above_freeze
HZL,2026-03-20 23:35,2026-03-20,0.07,4300.0,7429,KBGM,beam_in_cloud,50.0,46.4,5.0,0.6,5.26,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 23:35,2026-03-20,0.04,1300.0,8582,KCCX,beam_in_cloud,46.4,46.4,7.0,-1.73,12.18,7617,12.9,2.32,mixed,above_freeze
SEG,2026-03-20 23:53,2026-03-20,0.03,7000.0,6608,KCCX,definite_miss,51.0,50.0,9.0,1.2,1.04,7617,12.9,2.32,warm,bright_band
THV,2026-03-20 23:53,2026-03-20,0.01,7000.0,5874,KLWX,definite_miss,56.0,49.0,10.0,2.08,1.04,7617,12.9,2.32,warm,bright_band
LNS,2026-03-20 23:53,2026-03-20,0.12,4800.0,9420,KDIX,beam_in_cloud,52.0,48.0,5.0,-3.9,4.02,7617,12.9,2.32,mixed,above_freeze
RDG,2026-03-20 23:54,2026-03-20,0.04,4600.0,7642,KDIX,beam_in_cloud,53.0,48.0,4.0,-0.06,4.5,7617,12.9,2.32,mixed,above_freeze
HZL,2026-03-20 23:55,2026-03-20,0.12,3000.0,7429,KBGM,beam_in_cloud,50.0,46.4,5.0,0.6,8.55,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 23:55,2026-03-20,0.05,,8582,KCCX,no_ceiling,48.2,46.4,10.0,-1.73,,7617,12.9,2.32,mixed,above_freeze
N79,2026-03-20 23:55,2026-03-20,0.01,,5431,KDIX,no_ceiling,52.0,52.0,8.0,2.79,,7617,12.9,2.32,warm,below_freeze
CXY,2026-03-20 23:56,2026-03-20,0.07,6000.0,8413,KLWX,beam_in_cloud,55.0,51.0,10.0,-1.29,1.87,7617,12.9,2.32,mixed,above_freeze
MDT,2026-03-20 23:56,2026-03-20,0.11,6000.0,8493,KLWX,beam_in_cloud,55.0,50.0,10.0,-1.5,1.87,7617,12.9,2.32,mixed,above_freeze
HZL,2026-03-21 00:15,2026-03-21,0.02,2800.0,7429,KBGM,beam_in_cloud,50.0,46.4,7.0,-0.1,11.52,7372,23.7,6.47,mixed,above_freeze
HZL,2026-03-21 00:35,2026-03-21,0.05,2500.0,7429,KBGM,beam_in_cloud,50.0,46.4,5.0,-0.1,12.31,7372,23.7,6.47,mixed,above_freeze
THV,2026-03-21 00:53,2026-03-21,0.08,6000.0,5874,KLWX,definite_miss,53.0,51.0,5.0,3.73,3.38,7372,23.7,6.47,warm,bright_band
LNS,2026-03-21 00:53,2026-03-21,0.08,6500.0,9420,KDIX,beam_in_cloud,51.0,49.0,6.0,-3.26,2.01,7372,23.7,6.47,mixed,above_freeze
RDG,2026-03-21 00:54,2026-03-21,0.04,4000.0,7642,KDIX,beam_in_cloud,52.0,49.0,4.0,-0.45,8.36,7372,23.7,6.47,mixed,above_freeze
HZL,2026-03-21 00:55,2026-03-21,0.06,,7429,KBGM,no_ceiling,50.0,46.4,10.0,-0.1,,7372,23.7,6.47,mixed,above_freeze
ZER,2026-03-21 00:55,2026-03-21,0.01,2700.0,8582,KCCX,beam_in_cloud,48.2,48.2,7.0,-1.97,11.79,7372,23.7,6.47,mixed,above_freeze
N79,2026-03-21 00:55,2026-03-21,0.01,3800.0,5431,KDIX,beam_in_cloud,52.0,52.0,8.0,4.94,8.89,7372,23.7,6.47,warm,bright_band
CXY,2026-03-21 00:56,2026-03-21,0.06,7000.0,8413,KLWX,beam_in_cloud,55.0,51.0,10.0,-1.7,0.64,7372,23.7,6.47,mixed,above_freeze
MDT,2026-03-21 00:56,2026-03-21,0.06,7500.0,8493,KLWX,beam_in_cloud,54.0,50.0,10.0,-1.83,-0.22,7372,23.7,6.47,mixed,above_freeze
HZL,2026-03-21 01:15,2026-03-21,0.02,1800.0,7429,KBGM,beam_in_cloud,50.0,48.2,5.0,-0.1,13.71,7372,23.7,6.47,mixed,above_freeze
ZER,2026-03-21 01:15,2026-03-21,0.01,2400.0,8582,KCCX,beam_in_cloud,48.2,48.2,7.0,-1.97,12.58,7372,23.7,6.47,mixed,above_freeze
HZL,2026-03-21 01:35,2026-03-21,0.06,900.0,7429,KBGM,beam_in_cloud,50.0,48.2,5.0,-0.1,15.44,7372,23.7,6.47,mixed,above_freeze
ZER,2026-03-21 01:35,2026-03-21,0.01,,8582,KCCX,no_ceiling,48.2,48.2,10.0,-1.97,,7372,23.7,6.47,mixed,above_freeze
THV,2026-03-21 01:53,2026-03-21,0.03,7000.0,5874,KLWX,definite_miss,54.0,51.0,10.0,3.73,0.64,7372,23.7,6.47,warm,bright_band
LNS,2026-03-21 01:53,2026-03-21,0.01,9000.0,9420,KDIX,beam_in_cloud,50.0,49.0,5.0,-3.26,-2.62,7372,23.7,6.47,mixed,above_freeze
RDG,2026-03-21 01:54,2026-03-21,0.01,6500.0,7642,KDIX,beam_in_cloud,53.0,49.0,8.0,-0.45,2.01,7372,23.7,6.47,mixed,above_freeze
HZL,2026-03-21 01:55,2026-03-21,0.07,500.0,7429,KBGM,beam_in_cloud,50.0,48.2,10.0,-0.1,16.18,7372,23.7,6.47,mixed,above_freeze
ZER,2026-03-21 01:55,2026-03-21,0.01,4200.0,8582,KCCX,beam_in_cloud,48.2,48.2,7.0,-1.97,7.83,7372,23.7,6.47,mixed,above_freeze
N79,2026-03-21 01:55,2026-03-21,0.01,4900.0,5431,KDIX,beam_in_cloud,50.7,50.7,10.0,4.94,6.4,7372,23.7,6.47,warm,bright_band
MDT,2026-03-21 01:56,2026-03-21,0.01,7000.0,8493,KLWX,beam_in_cloud,54.0,50.0,10.0,-1.83,0.64,7372,23.7,6.47,mixed,above_freeze
HZL,2026-03-21 02:35,2026-03-21,0.02,300.0,7429,KBGM,beam_in_cloud,50.0,48.2,4.0,-0.1,16.55,7372,23.7,6.47,mixed,above_freeze
N79,2026-03-21 02:35,2026-03-21,0.01,4500.0,5431,KDIX,beam_in_cloud,50.0,50.0,7.0,4.94,7.11,7372,23.7,6.47,warm,bright_band
THV,2026-03-21 02:53,2026-03-21,0.03,6500.0,5874,KLWX,definite_miss,54.0,50.0,10.0,3.73,2.01,7372,23.7,6.47,warm,bright_band
LNS,2026-03-21 02:53,2026-03-21,0.01,6500.0,9420,KDIX,beam_in_cloud,49.0,49.0,5.0,-3.26,2.01,7372,23.7,6.47,mixed,above_freeze
HZL,2026-03-21 02:55,2026-03-21,0.02,300.0,7429,KBGM,beam_in_cloud,50.0,48.2,7.0,-0.1,16.55,7372,23.7,6.47,mixed,above_freeze
ZER,2026-03-21 02:55,2026-03-21,0.01,100.0,8582,KCCX,beam_in_cloud,46.4,46.4,0.75,-1.97,16.26,7372,23.7,6.47,mixed,above_freeze
N79,2026-03-21 02:55,2026-03-21,0.01,4500.0,5431,KDIX,beam_in_cloud,50.0,50.0,6.0,4.94,7.11,7372,23.7,6.47,warm,bright_band
LNS,2026-03-21 03:33,2026-03-21,0.06,5500.0,9420,KDIX,beam_in_cloud,51.0,50.0,5.0,-3.26,4.75,7372,23.7,6.47,mixed,above_freeze
N79,2026-03-21 03:35,2026-03-21,0.01,8000.0,5431,KDIX,definite_miss,50.0,50.0,6.0,4.94,-1.04,7372,23.7,6.47,warm,bright_band
LNS,2026-03-21 03:53,2026-03-21,0.06,5500.0,9420,KDIX,beam_in_cloud,51.0,51.0,8.0,-3.26,4.75,7372,23.7,6.47,mixed,above_freeze
N79,2026-03-21 03:55,2026-03-21,0.01,8000.0,5431,KDIX,definite_miss,49.6,49.6,6.0,4.94,-1.04,7372,23.7,6.47,warm,bright_band
N79,2026-03-21 04:35,2026-03-21,0.01,7500.0,5431,KDIX,definite_miss,48.4,48.4,0.75,4.94,-0.22,7372,23.7,6.47,warm,bright_band
N79,2026-03-21 04:55,2026-03-21,0.01,7500.0,5431,KDIX,definite_miss,47.3,47.3,0.5,4.94,-0.22,7372,23.7,6.47,warm,bright_band
N79,2026-03-21 05:15,2026-03-21,0.01,7000.0,5431,KDIX,definite_miss,46.0,46.0,0.25,4.94,0.64,7372,23.7,6.47,warm,bright_band
N79,2026-03-21 05:35,2026-03-21,0.01,,5431,KDIX,no_ceiling,46.4,46.4,0.5,4.94,,7372,23.7,6.47,warm,bright_band
N79,2026-03-21 05:55,2026-03-21,0.01,,5431,KDIX,no_ceiling,45.5,45.5,0.75,4.94,,7372,23.7,6.47,warm,bright_band
N79,2026-03-21 06:35,2026-03-21,0.01,,5431,KDIX,no_ceiling,45.0,45.0,0.5,,,,,,,
N79,2026-03-21 06:55,2026-03-21,0.01,3300.0,5431,KDIX,beam_in_cloud,45.0,45.0,1.0,,,,,,,
N79,2026-03-21 07:35,2026-03-21,0.01,,5431,KDIX,no_ceiling,45.3,45.3,1.0,,,,,,,
N79,2026-03-21 07:55,2026-03-21,0.01,,5431,KDIX,no_ceiling,45.3,45.3,0.75,,,,,,,
N79,2026-03-21 08:35,2026-03-21,0.01,,5431,KDIX,no_ceiling,46.4,46.4,1.0,,,,,,,
N79,2026-03-21 08:55,2026-03-21,0.01,,5431,KDIX,no_ceiling,46.0,46.0,0.5,,,,,,,
N79,2026-03-21 09:35,2026-03-21,0.01,1600.0,5431,KDIX,beam_in_cloud,47.0,47.0,9.0,,,,,,,
N79,2026-03-21 09:55,2026-03-21,0.01,1700.0,5431,KDIX,beam_in_cloud,46.8,46.8,10.0,,,,,,,
N79,2026-03-21 10:35,2026-03-21,0.01,3800.0,5431,KDIX,beam_in_cloud,45.0,45.0,10.0,,,,,,,
N79,2026-03-21 10:55,2026-03-21,0.01,,5431,KDIX,no_ceiling,44.2,44.2,10.0,,,,,,,
N79,2026-03-21 11:15,2026-03-21,0.01,,5431,KDIX,no_ceiling,43.0,43.0,10.0,,,,,,,
N79,2026-03-21 11:35,2026-03-21,0.01,,5431,KDIX,no_ceiling,42.4,42.4,10.0,,,,,,,
N79,2026-03-21 11:55,2026-03-21,0.01,2600.0,5431,KDIX,beam_in_cloud,42.0,42.0,10.0,,,,,,,
N79,2026-03-22 01:35,2026-03-22,0.01,11000.0,5431,KDIX,definite_miss,42.8,35.0,10.0,7.39,-2.12,9050,18.1,6.94,warm,below_freeze
N79,2026-03-22 01:55,2026-03-22,0.01,11000.0,5431,KDIX,definite_miss,42.3,35.0,10.0,7.39,-2.12,9050,18.1,6.94,warm,below_freeze
SEG,2026-03-22 21:11,2026-03-22,0.03,9000.0,6608,KCCX,definite_miss,68.0,53.0,4.0,8.27,2.44,10173,21.5,2.43,warm,below_freeze
N79,2026-03-22 21:15,2026-03-22,0.01,9500.0,5431,KDIX,definite_miss,70.7,51.4,7.0,11.05,1.32,10173,21.5,2.43,warm,below_freeze
SEG,2026-03-22 21:17,2026-03-22,0.08,9000.0,6608,KCCX,definite_miss,62.0,55.0,1.75,8.27,2.44,10173,21.5,2.43,warm,below_freeze
SEG,2026-03-22 21:23,2026-03-22,0.09,3500.0,6608,KCCX,beam_in_cloud,62.0,56.0,3.0,8.27,15.2,10173,21.5,2.43,warm,below_freeze
SEG,2026-03-22 21:29,2026-03-22,0.09,6000.0,6608,KCCX,beam_in_cloud,62.0,57.0,8.0,8.27,9.72,10173,21.5,2.43,warm,below_freeze
HZL,2026-03-22 21:35,2026-03-22,0.01,5500.0,7429,KBGM,beam_in_cloud,59.0,48.2,7.0,6.01,10.89,10173,21.5,2.43,warm,below_freeze
N79,2026-03-22 21:35,2026-03-22,0.01,,5431,KDIX,no_ceiling,62.6,57.0,3.0,11.05,,10173,21.5,2.43,warm,below_freeze
SEG,2026-03-22 21:53,2026-03-22,0.09,,6608,KCCX,no_ceiling,62.0,56.0,10.0,8.27,,10173,21.5,2.43,warm,below_freeze
HZL,2026-03-22 21:55,2026-03-22,0.07,5000.0,7429,KBGM,beam_in_cloud,55.4,51.8,2.0,6.01,12.08,10173,21.5,2.43,warm,below_freeze
N79,2026-03-22 21:55,2026-03-22,0.01,,5431,KDIX,no_ceiling,61.7,57.6,9.0,11.05,,10173,21.5,2.43,warm,below_freeze
SEG,2026-03-22 22:42,2026-03-22,0.08,9000.0,6608,KCCX,definite_miss,60.0,56.0,3.0,8.27,2.44,10173,21.5,2.43,warm,below_freeze
SEG,2026-03-22 22:53,2026-03-22,0.09,8500.0,6608,KCCX,definite_miss,60.0,56.0,9.0,8.27,3.56,10173,21.5,2.43,warm,below_freeze
HZL,2026-03-22 22:55,2026-03-22,0.02,7500.0,7429,KBGM,definite_miss,55.4,51.8,7.0,6.01,5.82,10173,21.5,2.43,warm,below_freeze
ZER,2026-03-22 22:55,2026-03-22,0.01,9000.0,8582,KCCX,definite_miss,57.2,53.6,10.0,3.38,2.44,10173,21.5,2.43,warm,bright_band
HZL,2026-03-22 23:15,2026-03-22,0.07,3600.0,7429,KBGM,beam_in_cloud,55.4,51.8,2.0,6.01,14.97,10173,21.5,2.43,warm,below_freeze
ZER,2026-03-22 23:15,2026-03-22,0.04,7000.0,8582,KCCX,beam_in_cloud,55.4,53.6,5.0,3.38,7.17,10173,21.5,2.43,warm,bright_band
HZL,2026-03-22 23:35,2026-03-22,0.18,4000.0,7429,KBGM,beam_in_cloud,53.6,51.8,2.0,6.01,14.07,10173,21.5,2.43,warm,below_freeze
ZER,2026-03-22 23:35,2026-03-22,0.09,4700.0,8582,KCCX,beam_in_cloud,55.4,53.6,5.0,3.38,12.74,10173,21.5,2.43,warm,bright_band
SEG,2026-03-22 23:48,2026-03-22,0.07,7500.0,6608,KCCX,definite_miss,57.2,57.2,7.0,8.27,5.82,10173,21.5,2.43,warm,below_freeze
SEG,2026-03-22 23:53,2026-03-22,0.09,6500.0,6608,KCCX,beam_in_cloud,58.0,57.0,4.0,8.27,8.55,10173,21.5,2.43,warm,below_freeze
CXY,2026-03-22 23:54,2026-03-22,0.04,7500.0,8413,KLWX,beam_in_cloud,62.6,59.0,6.0,3.76,5.82,10173,21.5,2.43,warm,bright_band
MUI,2026-03-22 23:55,2026-03-22,0.06,8500.0,9189,KCCX,beam_in_cloud,64.0,62.2,10.0,2.02,3.56,10173,21.5,2.43,warm,bright_band
HZL,2026-03-22 23:55,2026-03-22,0.22,5500.0,7429,KBGM,beam_in_cloud,53.6,51.8,1.25,6.01,10.89,10173,21.5,2.43,warm,below_freeze
ZER,2026-03-22 23:55,2026-03-22,0.13,,8582,KCCX,no_ceiling,55.4,53.6,7.0,3.38,,10173,21.5,2.43,warm,bright_band
CXY,2026-03-22 23:56,2026-03-22,0.05,7500.0,8413,KLWX,beam_in_cloud,63.0,59.0,6.0,3.76,5.82,10173,21.5,2.43,warm,bright_band
MDT,2026-03-22 23:56,2026-03-22,0.02,8000.0,8493,KLWX,beam_in_cloud,64.0,59.0,6.0,3.58,4.69,10173,21.5,2.43,warm,bright_band
SEG,2026-03-23 00:05,2026-03-23,0.02,4700.0,6608,KCCX,beam_in_cloud,57.0,57.0,4.0,12.86,17.79,11239,21.1,8.32,warm,below_freeze
MDT,2026-03-23 00:08,2026-03-23,0.02,7500.0,8493,KLWX,beam_in_cloud,63.0,59.0,6.0,7.61,10.39,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 00:15,2026-03-23,0.05,4000.0,7429,KBGM,beam_in_cloud,53.6,51.8,2.5,10.58,19.35,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 00:24,2026-03-23,0.02,,6608,KCCX,no_ceiling,58.0,57.0,7.0,12.86,,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 00:31,2026-03-23,0.17,6500.0,6608,KCCX,beam_in_cloud,59.0,57.0,2.5,12.86,13.16,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 00:35,2026-03-23,0.15,100.0,7429,KBGM,beam_in_cloud,53.6,51.8,1.75,10.58,28.83,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 00:53,2026-03-23,0.19,7000.0,6608,KCCX,definite_miss,58.0,57.0,8.0,12.86,11.77,11239,21.1,8.32,warm,below_freeze
LNS,2026-03-23 00:53,2026-03-23,0.04,,9420,KDIX,no_ceiling,61.0,57.0,9.0,5.0,,11239,21.1,8.32,warm,bright_band
RDG,2026-03-23 00:54,2026-03-23,0.06,,7642,KDIX,no_ceiling,62.0,57.0,8.0,9.99,,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 00:55,2026-03-23,0.19,100.0,7429,KBGM,beam_in_cloud,53.6,51.8,1.25,10.58,28.83,11239,21.1,8.32,warm,below_freeze
MUI,2026-03-23 00:55,2026-03-23,0.03,14000.0,9189,KCCX,definite_miss,60.0,59.5,10.0,5.65,-5.35,11239,21.1,8.32,warm,below_freeze
CXY,2026-03-23 00:56,2026-03-23,0.08,9500.0,8413,KLWX,definite_miss,63.0,60.0,10.0,7.83,4.78,11239,21.1,8.32,warm,below_freeze
MDT,2026-03-23 00:56,2026-03-23,0.07,8000.0,8493,KLWX,beam_in_cloud,58.0,58.0,10.0,7.61,8.99,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 01:11,2026-03-23,0.02,2700.0,6608,KCCX,beam_in_cloud,58.0,57.0,7.0,12.86,22.6,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 01:15,2026-03-23,0.06,100.0,7429,KBGM,beam_in_cloud,53.6,51.8,2.5,10.58,28.83,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 01:18,2026-03-23,0.02,1800.0,6608,KCCX,beam_in_cloud,58.0,57.0,7.0,12.86,24.81,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 01:33,2026-03-23,0.05,1800.0,6608,KCCX,beam_in_cloud,58.0,56.0,6.0,12.86,24.81,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 01:35,2026-03-23,0.14,900.0,7429,KBGM,beam_in_cloud,53.6,51.8,3.0,10.58,26.94,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 01:35,2026-03-23,0.03,6000.0,8582,KCCX,beam_in_cloud,55.4,53.6,7.0,7.36,14.54,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 01:53,2026-03-23,0.1,1800.0,6608,KCCX,beam_in_cloud,57.0,56.0,4.0,12.86,24.81,11239,21.1,8.32,warm,below_freeze
LNS,2026-03-23 01:53,2026-03-23,0.02,9500.0,9420,KDIX,definite_miss,60.0,57.0,8.0,5.0,4.78,11239,21.1,8.32,warm,bright_band
HZL,2026-03-23 01:55,2026-03-23,0.2,300.0,7429,KBGM,beam_in_cloud,53.6,51.8,2.5,10.58,28.36,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 01:55,2026-03-23,0.05,6000.0,8582,KCCX,beam_in_cloud,55.4,55.4,7.0,7.36,14.54,11239,21.1,8.32,warm,below_freeze
CXY,2026-03-23 01:56,2026-03-23,0.03,9000.0,8413,KLWX,definite_miss,61.0,59.0,8.0,7.83,6.18,11239,21.1,8.32,warm,below_freeze
MDT,2026-03-23 01:56,2026-03-23,0.03,5500.0,8493,KLWX,beam_in_cloud,62.0,60.0,10.0,7.61,15.93,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 02:15,2026-03-23,0.03,500.0,7429,KBGM,beam_in_cloud,53.6,51.8,7.0,10.58,27.89,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 02:15,2026-03-23,0.07,3800.0,8582,KCCX,beam_in_cloud,55.4,55.4,2.5,7.36,19.85,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 02:35,2026-03-23,0.06,500.0,7429,KBGM,beam_in_cloud,51.8,50.0,5.0,10.58,27.89,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 02:35,2026-03-23,0.1,,8582,KCCX,no_ceiling,53.6,53.6,3.0,7.36,,11239,21.1,8.32,warm,below_freeze
THV,2026-03-23 02:53,2026-03-23,0.06,,5874,KLWX,no_ceiling,61.0,58.0,9.0,14.89,,11239,21.1,8.32,warm,below_freeze
LNS,2026-03-23 02:53,2026-03-23,0.03,11000.0,9420,KDIX,definite_miss,59.0,57.0,9.0,5.0,0.67,11239,21.1,8.32,warm,bright_band
HZL,2026-03-23 02:55,2026-03-23,0.06,300.0,7429,KBGM,beam_in_cloud,51.8,48.2,7.0,10.58,28.36,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 02:55,2026-03-23,0.1,100.0,8582,KCCX,beam_in_cloud,53.6,53.6,0.25,7.36,28.83,11239,21.1,8.32,warm,below_freeze
MUI,2026-03-23 02:55,2026-03-23,0.01,,9189,KCCX,no_ceiling,60.0,59.4,10.0,5.65,,11239,21.1,8.32,warm,below_freeze
CXY,2026-03-23 02:56,2026-03-23,0.06,,8413,KLWX,no_ceiling,60.0,58.0,10.0,7.83,,11239,21.1,8.32,warm,below_freeze
MDT,2026-03-23 02:56,2026-03-23,0.04,5500.0,8493,KLWX,beam_in_cloud,56.0,56.0,2.0,7.61,15.93,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 03:53,2026-03-23,0.01,1300.0,6608,KCCX,beam_in_cloud,51.0,47.0,10.0,12.86,25.99,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 04:02,2026-03-23,0.01,1500.0,6608,KCCX,beam_in_cloud,50.0,47.0,8.0,12.86,25.52,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 04:30,2026-03-23,0.02,1300.0,6608,KCCX,beam_in_cloud,49.0,46.0,10.0,12.86,25.99,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 04:35,2026-03-23,0.03,300.0,7429,KBGM,beam_in_cloud,42.8,41.0,5.0,10.58,28.36,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 04:35,2026-03-23,0.03,100.0,8582,KCCX,beam_in_cloud,48.2,48.2,0.75,7.36,28.83,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 04:53,2026-03-23,0.09,2100.0,6608,KCCX,beam_in_cloud,47.0,45.0,4.0,12.86,24.1,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 04:55,2026-03-23,0.06,300.0,7429,KBGM,beam_in_cloud,42.8,41.0,10.0,10.58,28.36,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 04:55,2026-03-23,0.04,300.0,8582,KCCX,beam_in_cloud,46.4,46.4,5.0,7.36,28.36,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 05:04,2026-03-23,0.02,7500.0,6608,KCCX,definite_miss,47.0,44.0,6.0,12.86,10.39,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 05:15,2026-03-23,0.02,300.0,8582,KCCX,beam_in_cloud,44.6,44.6,7.0,7.36,28.36,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 05:26,2026-03-23,0.05,8500.0,6608,KCCX,definite_miss,46.0,45.0,9.0,12.86,7.59,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 05:35,2026-03-23,0.05,900.0,6608,KCCX,beam_in_cloud,47.0,45.0,10.0,12.86,26.94,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 05:35,2026-03-23,0.05,300.0,7429,KBGM,beam_in_cloud,42.8,41.0,4.0,10.58,28.36,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 05:35,2026-03-23,0.02,500.0,8582,KCCX,beam_in_cloud,44.6,44.6,10.0,7.36,27.89,11239,21.1,8.32,warm,below_freeze
SEG,2026-03-23 05:53,2026-03-23,0.05,1300.0,6608,KCCX,beam_in_cloud,46.0,43.0,10.0,12.86,25.99,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 05:55,2026-03-23,0.08,300.0,7429,KBGM,beam_in_cloud,42.8,41.0,7.0,10.58,28.36,11239,21.1,8.32,warm,below_freeze
ZER,2026-03-23 05:55,2026-03-23,0.06,,8582,KCCX,no_ceiling,42.8,42.8,7.0,7.36,,11239,21.1,8.32,warm,below_freeze
MUI,2026-03-23 05:55,2026-03-23,0.01,5500.0,9189,KCCX,beam_in_cloud,55.0,54.5,10.0,5.65,15.93,11239,21.1,8.32,warm,below_freeze
HZL,2026-03-23 06:15,2026-03-23,0.02,500.0,7429,KBGM,beam_in_cloud,42.8,41.0,10.0,4.64,14.87,9835,24.4,4.87,warm,below_freeze
ZER,2026-03-23 06:15,2026-03-23,0.05,6500.0,8582,KCCX,beam_in_cloud,42.8,42.8,5.0,2.37,6.02,9835,24.4,4.87,warm,bright_band
HZL,2026-03-23 06:35,2026-03-23,0.02,7000.0,7429,KBGM,beam_in_cloud,42.8,41.0,10.0,4.64,5.49,9835,24.4,4.87,warm,below_freeze
ZER,2026-03-23 06:35,2026-03-23,0.1,,8582,KCCX,no_ceiling,42.8,42.8,4.0,2.37,,9835,24.4,4.87,warm,bright_band
N79,2026-03-23 06:35,2026-03-23,0.01,,5431,KDIX,no_ceiling,46.2,46.2,5.0,7.13,,9835,24.4,4.87,warm,below_freeze
CXY,2026-03-23 06:40,2026-03-23,0.14,6000.0,8413,KLWX,beam_in_cloud,55.0,53.0,1.75,2.77,6.31,9835,24.4,4.87,warm,bright_band
CXY,2026-03-23 06:45,2026-03-23,0.15,5500.0,8413,KLWX,beam_in_cloud,55.0,53.0,2.0,2.77,7.02,9835,24.4,4.87,warm,bright_band
MDT,2026-03-23 06:49,2026-03-23,0.06,5000.0,8493,KLWX,beam_in_cloud,55.0,53.0,2.5,2.58,7.86,9835,24.4,4.87,warm,bright_band
